package,study_id,es_id,source_csv_row,field,old_value_v3,new_value_v4,status,source,rationale
6 – Abramova 2021 same-sex controls,abramova_2021_front,es077,78,data_source,Figure 2b,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es078,79,c_mean,1.16,2.26087,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (center_num).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es078,79,c_n,25,23,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the females control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es078,79,c_sd,1.4911,2.526539,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (center_num).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es078,79,c_se_analysis,0.2982,0.52682,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es078,79,data_file,OF-pups-abramova2019,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es078,79,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es079,80,c_mean,2.2609,1.16,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (center_num).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es079,80,c_n,23,25,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the males control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es079,80,c_sd,2.5265,1.491085,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (center_num).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es079,80,c_se_analysis,0.5268,0.298217,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es079,80,data_file,OF-pups-abramova2020,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es079,80,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,c_mean,2.0964,5.176957,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (center_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,c_n,25,23,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the females control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,c_sd,3.3901,6.837676,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (center_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,c_se_analysis,0.678,1.425754,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,data_file,OF-pups-abramova2021,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,data_type,Count,Time,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling","The author raw variable center_totalTime is a duration, not a count."
6 – Abramova 2021 same-sex controls,abramova_2021_front,es080,81,data_units,Count,s,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.pdf, Open-Field Test methods",Open-field durations are recorded in seconds.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,c_mean,5.177,2.0964,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (center_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,c_n,23,25,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the males control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,c_sd,6.8377,3.390067,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (center_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,c_se_analysis,1.4258,0.678013,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,data_file,OF-pups-abramova2022,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,data_type,Count,Time,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling","The author raw variable center_totalTime is a duration, not a count."
6 – Abramova 2021 same-sex controls,abramova_2021_front,es081,82,data_units,Count,s,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.pdf, Open-Field Test methods",Open-field durations are recorded in seconds.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es082,83,c_mean,3.76,2.652174,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (grum_number).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es082,83,c_n,25,23,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the females control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es082,83,c_sd,1.6653,1.465007,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (grum_number).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es082,83,c_se_analysis,0.3331,0.305475,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es082,83,data_file,OF-pups-abramova2023,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es082,83,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es083,84,c_mean,2.6522,3.76,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (grum_number).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es083,84,c_n,23,25,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the males control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es083,84,c_sd,1.465,1.665333,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (grum_number).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es083,84,c_se_analysis,0.3055,0.333067,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es083,84,data_file,OF-pups-abramova2024,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es083,84,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es084,85,c_mean,34.048,16.378696,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (grum_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es084,85,c_n,25,23,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the females control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es084,85,c_sd,25.0853,13.13384,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (grum_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es084,85,c_se_analysis,5.0171,2.738595,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es084,85,data_file,OF-pups-abramova2025,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es084,85,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es085,86,c_mean,16.3787,34.048,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (grum_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es085,86,c_n,23,25,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the males control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es085,86,c_sd,13.1338,25.085267,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (grum_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es085,86,c_se_analysis,2.7386,5.017053,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es085,86,data_file,OF-pups-abramova2026,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es085,86,data_source,Raw data,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es086,87,c_mean,36.678,39.256957,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (freez_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es086,87,c_n,25,23,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the females control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es086,87,c_sd,36.638,41.727392,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (freez_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es086,87,c_se_analysis,7.3276,8.700763,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es086,87,data_file,OF-pups-abramova2027,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es086,87,data_source,Figure 2c,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es087,88,c_mean,39.257,36.678,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control mean from the same-sex author raw subgroup (freez_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es087,88,c_n,23,25,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the males control subgroup matching offspring_sex.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es087,88,c_sd,41.7274,36.638022,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate the control SD from the same-sex author raw subgroup (freez_totalTime).
6 – Abramova 2021 same-sex controls,abramova_2021_front,es087,88,c_se_analysis,8.7008,7.327604,Corrected derived value,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Recalculate SE after replacing the opposite-sex control summary with the same-sex subgroup.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es087,88,data_file,OF-pups-abramova2028,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",Use the stable path to the saved author workbook.
6 – Abramova 2021 same-sex controls,abramova_2021_front,es087,88,data_source,Figure 2c,Author raw data,Corrected transcription,"included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",All summaries in this package are calculated from the saved author workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es164,165,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es165,166,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es166,167,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es167,168,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es168,169,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es169,170,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es169,170,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es169,170,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es169,170,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es170,171,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es170,171,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es170,171,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es170,171,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es171,172,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es171,172,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es171,172,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es171,172,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es172,173,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es172,173,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es172,173,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es172,173,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es173,174,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es173,174,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es173,174,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es173,174,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es174,175,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es174,175,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es174,175,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es174,175,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es175,176,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es175,176,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es175,176,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es175,176,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es176,177,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es176,177,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es176,177,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es176,177,data_type,Percentage,Time,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract","Mean grooming duration is a duration, not a percentage."
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es176,177,data_units,%,s,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",The source table reports mean grooming duration in seconds.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es176,177,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es177,178,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
