issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0579,Medium,Review,Statistical assumption,whitlow_1978_thesis,es105,106,c_sd; ex_sd,1.9596; 1.7535,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0580,Medium,Review,Statistical assumption,whitlow_1978_thesis,es106,107,c_sd; ex_sd,1.3191; 1.542,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0581,Medium,Review,Statistical assumption,whitlow_1978_thesis,es107,108,c_sd; ex_sd,1.3191; 1.4222,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0582,Medium,Review,Statistical assumption,whitlow_1978_thesis,es108,109,c_sd; ex_sd,1.49; 1.4081,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0583,Medium,Review,Statistical assumption,whitlow_1978_thesis,es109,110,c_sd; ex_sd,1.49; 1.3532,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0584,Medium,Review,Statistical assumption,whitlow_1978_thesis,es110,111,c_sd; ex_sd,1.0677; 1.6041,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0585,Medium,Review,Statistical assumption,whitlow_1978_thesis,es111,112,c_sd; ex_sd,1.0677; 1.6913,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0586,Medium,Review,Statistical assumption,whitlow_1978_thesis,es112,113,c_sd; ex_sd,6.7651; 8.4397,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0587,Medium,Review,Statistical assumption,whitlow_1978_thesis,es113,114,c_sd; ex_sd,6.7651; 7.802,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0588,Medium,Review,Statistical assumption,whitlow_1978_thesis,es114,115,c_sd; ex_sd,5.6335; 6.5422,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0589,Medium,Review,Statistical assumption,whitlow_1978_thesis,es115,116,c_sd; ex_sd,5.6335; 6.0731,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0590,Medium,Review,Statistical assumption,whitlow_1978_thesis,es116,117,c_sd; ex_sd,4.3726; 5.1708,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0591,Medium,Review,Statistical assumption,whitlow_1978_thesis,es117,118,c_sd; ex_sd,4.3726; 3.9682,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0592,Medium,Review,Statistical assumption,whitlow_1978_thesis,es118,119,c_sd; ex_sd,2.0131; 1.9186,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0593,Medium,Review,Statistical assumption,whitlow_1978_thesis,es119,120,c_sd; ex_sd,2.0131; 1.9256,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0594,Medium,Review,Statistical assumption,whitlow_1978_thesis,es120,121,c_sd; ex_sd,1.8742; 2.3813,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0595,Medium,Review,Statistical assumption,whitlow_1978_thesis,es121,122,c_sd; ex_sd,1.8742; 2.1914,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0596,Medium,Review,Statistical assumption,whitlow_1978_thesis,es122,123,c_sd; ex_sd,1.9616; 1.9209,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0597,Medium,Review,Statistical assumption,whitlow_1978_thesis,es123,124,c_sd; ex_sd,1.9616; 1.7535,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0598,Medium,Review,Statistical assumption,whitlow_1978_thesis,es124,125,c_sd; ex_sd,1.5443; 1.542,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0599,Medium,Review,Statistical assumption,whitlow_1978_thesis,es125,126,c_sd; ex_sd,1.5443; 1.4222,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0600,Medium,Review,Statistical assumption,whitlow_1978_thesis,es126,127,c_sd; ex_sd,1.2357; 1.4081,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0601,Medium,Review,Statistical assumption,whitlow_1978_thesis,es127,128,c_sd; ex_sd,1.2357; 1.3532,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0602,Medium,Review,Statistical assumption,whitlow_1978_thesis,es128,129,c_sd; ex_sd,1.6658; 1.6041,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0603,Medium,Review,Statistical assumption,whitlow_1978_thesis,es129,130,c_sd; ex_sd,1.6658; 1.6913,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0604,High,Confirmed,Author raw-data reconciliation,abramova_2020_genpath,es162,163,ex_sd,28.588,28.935591,"The experimental mean and n identify the US male sucrose-index row, but the stored SD differs from the author-data descriptive statistic.",included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,tidy_all row 150; sheet=sucrose; group_code=US; sex=m; variable=Индекс,Replace ex_sd with the source descriptive SD and recalculate ex_se.
I0610,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es169,170,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 7,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0611,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es169,170,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 7,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0612,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es169,170,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 7,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0614,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es170,171,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 8,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0615,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es170,171,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 8,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0616,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es170,171,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 8,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0618,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es171,172,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 9,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0619,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es171,172,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 9,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0620,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es171,172,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 9,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0622,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es172,173,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 10,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0623,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es172,173,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 10,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0624,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es172,173,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 10,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0626,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es173,174,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 11,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0627,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es173,174,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 11,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0628,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es173,174,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 11,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0630,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es174,175,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 12,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0631,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es174,175,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 12,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0632,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es174,175,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 12,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0634,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es175,176,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 13,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0635,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es175,176,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 13,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0636,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es175,176,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 13,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0638,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es176,177,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 14,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0639,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es176,177,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 14,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0640,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es176,177,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 14,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0641,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es176,177,data_units,%,s,Unit conflicts with the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 14; Metric=Mean grooming bout duration,Correct unit and data_type together.
I0642,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es176,177,data_type,Percentage,Time,Data type conflicts with the unit and metric in the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 14; Metric=Mean grooming bout duration,Correct data_type and data_units together.
I0644,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es177,178,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 15,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0645,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es177,178,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 15,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0646,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es177,178,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 15,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0647,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es177,178,data_units,%,s,Unit conflicts with the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 15; Metric=Mean grooming bout duration,Correct unit and data_type together.
I0648,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es177,178,data_type,Percentage,Time,Data type conflicts with the unit and metric in the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 15; Metric=Mean grooming bout duration,Correct data_type and data_units together.
I0650,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es178,179,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 16,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0651,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es178,179,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 16,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0652,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es178,179,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 16,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0654,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es179,180,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 17,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0655,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es179,180,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 17,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0656,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es179,180,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 17,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0658,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es180,181,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 18,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0659,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es180,181,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 18,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0660,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es180,181,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 18,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0662,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es181,182,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 19,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0663,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es181,182,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 19,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0664,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es181,182,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 19,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0666,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es182,183,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 20,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0667,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es182,183,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 20,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0668,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es182,183,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 20,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0670,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es183,184,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 21,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0671,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es183,184,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 21,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0672,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es183,184,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 21,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0674,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es184,185,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 22,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0675,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es184,185,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 22,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0676,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es184,185,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 22,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0678,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es185,186,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 23,Rebuild the arm and comparison IDs from the corrected sex/group labels.
